location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Car Parking,Rain Water Harvesting,Intercom,Maintenance Staff,Indoor Games,Vaastu Compliant,Multipurpose Room,ATM,Golf Course,Staff Quarter,Hospital,School,Shopping Mall,Cafeteria
Pratap Vihar,1250,5400000,INR,,1,0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Pratap Vihar. It has an area of 1250 sqft with a carpet area of 1000 sqft . The property is available at a price of Rs. 54.00 lac . It is a semi-furnished property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,,,,,,,,,,,,,,,,
Shakti Khand,2152,17000000,INR,,1,0,"A 4 bhk property is available for sale in Shakti Khand, Ghaziabad. It has a salable area of 2152 sqft and is available at a price of Rs. 7,899 per sqft. Its main door is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,1.0,,,,,,,,,,,
Gyan Khand,1100,6300000,INR,,0,0,"A spacious 3 bhk builder floor is available for sale in Gyan Khand, Ghaziabad. It has a salable area of 1100 sqft and is available at a price of Rs. 5,727 per sqft. It is a semi-furnished property. It is facing east direction. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. ",1,east,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,
Vasundhara,2400,11500000,INR,,1,0,"It has a built-up area of 2400 sqft and is priced at Rs. 1.15 cr . The house is semi-furnished. Its main door is facing northeast direction. This residential property is ready-to-move-in. If you are interested, please contact us for more details. ",1,northeast,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Indirapuram,1500,5700000,INR,,0,0,"It’s a 3 bhk builder floor situated in Indirapuram. It has an area of 1500 sqft with a carpet area of 950 sqft . The property is available at a price of Rs. 57.00 lac . The house is semi-furnished. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vaishali,485,2000000,INR,,0,0,"Well designed 1 bhk builder floor is available at a prime location in Vaishali. It has a salable area of 485 sqft and is available at a price of Rs. 4,123 per sqft. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Indirapuram,510,2500000,INR,,0,0,The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. ,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Niti Khand,1250,6385000,INR,,1,0,Well designed 3 bhk builder floor is available at a prime location in Niti Khand. It has an area of 1250 sqft with a carpet area of 1150 sqft . The property is available at a price of Rs. 63.85 lac . It is a ready-to-move-in property. It is well connected to the city areas. Kindly call us for details. ,1,northeast,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.3,,,,,1.0,,,,,,,,,,,
Vasundhara,1250,6671000,INR,,1,0,"Well designed 3 bhk builder floor is available at a prime location in Vasundhara. It has a salable area of 1250 sqft and is available at a price of Rs. 5,336 per sqft. It is a semi-furnished property. It is northeast facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northeast,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Gyan Khand,850,4510000,INR,,0,0,This spacious 2 bhk builder floor is available for sale and is located in the heart of Gyan Khand. It has a built-up area of 850 sqft and is priced at Rs. 45.10 lac . It is a semi-furnished property. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Contact us for more details. ,1,northeast,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.5,,,,,1.0,,,,,,,,,,,
Vasundhara,1300,6800000,INR,,1,0,"It’s a 3 bhk builder floor situated in Vasundhara, Ghaziabad. It is a semi-furnished property. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vaishali,2700,13000000,INR,,0,0,"Well designed 4 bhk builder floor is available at a prime location in Vaishali. It has a salable area of 2700 sqft and is available at a price of Rs. 4,814 per sqft. It is a semi-furnished property. It is facing northeast direction. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",1,northeast,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,1350,6400000,INR,,1,0,Well designed 3 bhk builder floor is available at a prime location in Vasundhara. The house is semi-furnished. Its main door is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ,1,northeast,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Shakti Khand,1205,8200000,INR,1,1,0,"A spacious 3 bhk builder floor is available for sale in Shakti Khand, Ghaziabad. It has a built-up area of 1205 sqft and is priced at Rs. 82.00 lac . It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,2368,9500000,INR,1,0,0,"It’s a 3 bhk builder floor situated in Shakti Khand, Ghaziabad. It has a salable area of 2368 sqft and is available at a price of Rs. 4,011 per sqft. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Vaishali,1250,6000000,INR,1,0,0,"It has an area of 1250 sqft . The property is available at a price of Rs. 60.00 lac . The house is semi-furnished. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1,east,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Vasundhara,1280,6251000,INR,,1,0,"It’s a 3 bhk builder floor situated in Vasundhara, Ghaziabad. It is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ",1,northeast,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Niti Khand,1250,4800000,INR,,1,0,"3 BHK Independent Floor available for sale in Niti Khand 2, Niti Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area. Independent Floor has 3 bedroom, 2 bathroom. It is 2 years old. Property is inside a gated community.",1,south,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Niti Khand,1200,6586000,INR,1,0,0,"It’s a 3 bhk builder floor situated in Niti Khand, Ghaziabad. It has a salable area of 1200 sqft and is available at a price of Rs. 5,488 per sqft. Its main door is facing east direction. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,
Niti Khand,1300,7400000,INR,,0,0,"3 BHK Independent Floor available for sale in Niti Khand 1, Niti Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Lift. Independent Floor has 3 bedroom, 2 bathroom. It is 1 years old. Property is inside a gated community.",1,east,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,
Vasundhara,600,2050000,INR,,1,0,"1 BHK Independent Floor available for sale in Vasundhara Sector-3, ghaziabad, Vasundhara, Ghaziabad. Available amenities are: Kids area. Independent Floor has 1 bedroom, 1 bathroom. It is 0 years old. Property is inside a gated community.",1,east,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Gyan Khand,850,4080000,INR,,1,0,It has a built-up area of 850 sqft and is priced at Rs. 40.80 lac . The house is semi-furnished. It is facing east direction. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ,1,east,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,
Niti Khand,1205,7500000,INR,,1,0,This spacious 3 bhk builder floor is available for sale and is located in the heart of Niti Khand. It has an area of 1205 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 75.00 lac . It is east facing property. It is a ready-to-move-in property. Contact us for more details. ,1,east,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Vasundhara,890,2980000,INR,,1,0,"It’s a 2 bhk builder floor situated in Vasundhara, Ghaziabad. It has a built-up area of 890 sqft and is priced at Rs. 29.80 lac . It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. It is well connected to the city areas. Please contact for more details. ",1,east,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Niti Khand,1250,6950000,INR,,1,0,"It has a salable area of 1250 sqft and is available at a price of Rs. 5,560 per sqft. It is an unfurnished property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1,east,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Gyan Khand,650,2870000,INR,,1,0,"1 BHK Independent Floor available for sale in Gyan Khand 1 , indirapuram, ghaziabad, Gyan Khand, Ghaziabad. Available amenities are: Gas pipeline, Kids area, Lift. Independent Floor has 1 bedroom, 1 bathroom. It is 0 years old.",1,north,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,
Shakti Khand,1250,6500000,INR,,0,0,"A spacious 3 bhk builder floor is available for sale in Shakti Khand, Ghaziabad. It has a built-up area of 1250 sqft and is priced at Rs. 65.00 lac . It is an unfurnished property. Its main door is facing east direction. This residential property is ready-to-move-in. It is well connected to the city areas. Contact us for more details. ",1,east,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,
Vasundhara,1350,6200000,INR,1,1,0,"It has a built-up area of 1350 sqft and is priced at Rs. 62.00 lac . The house is semi-furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,
Vasundhara,900,3650000,INR,1,0,0,"2 BHK Independent Floor available for sale in Vasundhara Sector 13, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 2 bedroom, 2 bathroom. It is 1 years old. Building has 3 floors.",1,east,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,
Vasundhara,900,2999000,INR,1,0,0,"2 BHK Independent Floor available for sale in Vasundhara Sector 1, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden. Independent Floor has 2 bedroom, 2 bathroom. It is 1 years old. Property is inside a gated community.",1,east,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,
Gyan Khand,650,2400000,INR,,1,0,"1 BHK Independent Floor available for sale in Gyan Khand 2, Gyan Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Lift. Independent Floor has 1 bedroom, 1 bathroom. It is 1 years old. Property is inside a gated community.",1,south,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,
Niti Khand,950,3800000,INR,,1,0,"2 BHK Independent Floor available for sale in Indirapuram, Niti Khand, Niti Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Lift. Independent Floor has 2 bedroom, 2 bathroom. It is 0 years old. Property is inside a gated community.",1,east,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Vasundhara,900,3400000,INR,,0,0,"A spacious 3 bhk builder floor is available for sale in Vasundhara, Ghaziabad. It has an area of 900 sqft with a carpet area of 800 sqft . The property is available at a price of Rs. 34.00 lac . The house is unfurnished. Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. Please contact for more details. ",1,east,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Niti Khand,2450,14000000,INR,,0,0,"Well designed 4 bhk builder floor is available at a prime location in Niti Khand. It has an area of 2450 sqft with a carpet area of 2200 sqft . The property is available at a price of Rs. 1.40 cr . It is a semi-furnished property. It is northeast facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northeast,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Vasundhara,1300,5500000,INR,,1,0,"A 3 bhk property is available for sale in Vasundhara, Ghaziabad. It is an unfurnished property. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,,1.0,,,,,,,,,,,
Vasundhara,900,3400000,INR,,0,0,"2 BHK Independent Floor available for sale in Vasundhara Sector 2a, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 2 bedroom, 4 bathroom. It is 1 years old. Building has 3 floors.",1,east,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
